form	sense	year	origin	Loan
kurázsi ∆	Courage	1663.0	German	True
kurbli	Kurbel	1917.0	German	True
kurd	kurdisch,  Kurde	1637.0	Ottoman-Turkic	True
kúria ∆	Herrenhof, Landhaus,  Versammlung,  oberster Gerichtshof Ungarns,  der päpstliche Hof	1559.0		False
kuritol ×	herumstreichen, herumlungern	1561.0		False
kurizál ∆	jmdm den Hof machen	1847.0	derived word	False
kurjongat	lärmend jagen, schreien,  lärmen, jauchzen,  schreien, rufen 〈Vogel〉	1568.0		False
kurkász ×	filzen, durchsuchen, herumstöbern,  nachforschen, nachspüren	1730.0		False
kurkuma	Kurkuma 	1550.0	Wanderwort	True
kurrentál ∆	steckbrieflich suchen, fahnden	1724.0		False
kurrog	schreien 〈Kranich〉,  knurren, quarren,  grunzen 〈Schwein〉,  laut, erschrocken gackern 〈Huhn〉,  quaken	1702.0		False
kurta	kurz, stumpf,  kurzschwänzig,  〈zum Ausdruck der Beschimpfung, Geringschätzung〉,  unerlaubten Ausschank betreibend 〈Wirt〉,  von kleinerem Wert 〈Geld〉,  nicht ganzjährig betrieben 〈Dorfschenke〉, unerlaubtem Ausschank dienend 〈Dorfschenke〉,  von bescheidenem Vermögenszustand 〈Adeliger, Besitzer〉,  〈zur Benennung kurzschwänziger Tiere〉,  Zigarillo	1171.0	Latin	True
kurtizán	Kurtisane,  Höfling	1628.0	German	True
kurtka ×	Männerjoppe,  Frauenwams	1796.0	Slovakian	True
kuruc	Art Freischärler,  Anhänger von Thököly bzw Rákóczi,  Angehöriger des Bauernheeres von Dózsa, das urspr einen Kreuzzug führen sollte,  feindlicher Soldat,  Schelm,  Oppositioneller, Anhänger der Unabhängigkeitspolitik,  im Heer von Thököly bzw Rákóczi gegen die Kaiserlichen kämpfende Soldaten betreffend,  aggressiv, feindlich,  für die Unabhängigkeit Ungarns eintretend, national gesinnt	1670.0	uncertain	False
kuruglya ×	Art Gerät zum Schieben 〈Dungschieber, Mörtelkrücke usw〉,  Ofenkrücke,  Art Gabel, mit der die Töpfe in den Ofen geschoben bzw daraus herausgenommen werden	1723.0	Slovenian	True
kuruttyol	quaken,  sich verstecken, sich ducken,  plaudern, schwatzen	1649.0	onomatopoetic	False
kuruzsol	zaubern, hexen,  quacksalbern, kurpfuschen,  Quacksalber	1599.0	Slavic	True
kurva	Kuppler,  Hure, Prostituierte,  empörende, verächtliche Person,  unzüchtig, buhlerisch,  empörend 〈Person, Ding〉,  sehr,  Bordell	1405.0	Slavic	True
kurzus	Ablauf, Verlauf 〈Zeit〉,  Lauf, Kurs, zurückgelegter Weg, Bahn 〈Astronomie〉,  Lehrgang, Kurs,  Wechselkurs, Tageskurs,  Richtung, Kurs, Regime 〈Polit〉	1578.0	Latin	True
kushad	sich ducken, kuschen,  sich beugen, sich krümmen	1622.0	internal	False
kussol	sich kuschen,  schweigen	1704.0		False
kusz	Baumläufer	1330.0		False
kusza	wirr, verworren, verwickel,  Verwirrung, Verworrenheit,  nach dem Aufmandeln zusammengeharktes Getreide	1757.0		False
kusztora ×	Schnappmesser, Feitel, Messer,  Bistouri	1792.0	Romanian	True
kút	Quelle,  Brunnen,  Zisterne	1055.0		False
kutak †	klein, zwerghaff	1585.0		False
kutat	herumsuchen, -stöbern,  forschen,  Forscher	1784.0	derived word	False
kútfő	-quelle,  Ursprung,  quelle, Urkunde	1193.0	compound	False
kuttog ×	sich ducken, sich versteckt halten,  schlendern, schleichen	1591.0	internal	False
kutya	niederträchtiger Kerl,  Hündchen,  Hund,  〈zur Benennung versch Geräte, Bestandteile〉,  Trabant in ungarischer Tracht, Detektiv,  niemand, nichts,  Art Kartenspiel,  Förderwagen,  schuftig, niederträchtig, außerordentlich schlecht,  streng 〈Pflicht〉,  sehr	1305.0		False
légy ×	Art Fliege	1655.0		False
iskútya ×	elende Bude, Hütte, Lager 〈von Tieren〉	1493.0		False
kutyorodik	kauern, sich ducken,  niederkauern,  sich winden	1615.0	derived word	False
kutyul	um-, aufrühren,  herumstöbern, -suchen	1762.0	onomatopoetic	False
kuvasz	gemeiner Kerl,  ungarische Hunderasse,  wolfsähnl Hunderasse	1511.0	uncertain	False
kuvik	Steinkauz,  jmd, der immer Schlechtes vorhersagt, Berichter von Todesfällen	1793.0	uncertain	False
kübli ×	eimerartiges Gefäß 〈als Wasserbehälter, Sektkübel usw〉,  Scheißkübel	1839.0	German	True
küld	schicken, senden,  delegieren, deputieren	1372.0	derived word	False
külföld	bewohnter Ort außerhalb einer Stadt,  Ausland	1585.0	compound	False
küllem	das Äußere	1846.0	internal	False
küllő¹	Rapeiche,  Halbmesser, Radius	1211.0	Turkic	True
küllő²	Bienenfresser,  Specht,  Amsel	1211.0	onomatopoetic	False
külön	einzeln,  abgesondert,  allein,  besonders, extra,  verschieden, ungleich,  eigen,  abgesondert,  einzeln,  besonder, Sonder-	1372.0	lexicalized inflected word-form	False
különb	vorzüglicher, besser,  verschiedenartig, abweichend,  Abwechslung,  Unterschied,  verschieden	1372.0	lexicalized inflected word-form	False
különben	anders,  sonst, übrigens,  empörender,  ohnehin,  besser	1474.0	lexicalized inflected word-form	False
különc	sonderbar, seltsam,  besonder,  absonderlich, extravagant,  Kerl,  Sonderling	1792.0	internal	False
külső	äußerlich, auswärtig, draußen befindlich,  zur Außenwelt gehörend 〈nicht zur Geisteswelt〉,  äußere, Außen- 〈Form usw〉,  fremd 〈Person〉,  äußeres Gebiet,  Fremde,  Äußeres, Aussehen,  Außenfläche, Außenseite,  Mantel 〈vom Reifen〉, Leder 〈vom Ball〉	1216.0	derived word	False
kür ×	〈Ruf zum Antreiben von Ochsen beim Einjochen〉,  〈Kommandow〉	1790.0		False
kürt	Horn 〈Instrument〉,  Schornstein, Ofenrohr,  Muttertrompete, Eileiter,  Eustachische Röhre,  Becher, Trinkhorn,  Baumkuchen,  Hupe, Fabriksirene	1138.0	unknown	False
kürtő	Fischzaun,  Rauchloch des Ofens,  〈zur Benennung rohrähnl Gegenstände〉,  Nasenloch,  Schornstein, Luftloch	1395.0	derived word	False
kürtőskalács	Art Baumkuchen	1787.0	compound	False
küsz	Ukelei 	1330.0	uncertain	False
küszöb	-schwelle,  Teil des Türrahmens,  Schwelle 〈einer neueren Zeit〉	1395.0	uncertain	False
küzd	kämpfen, ringen,  sich standhaft bemühen, gegen etw ankämpfen,  einen Seelenkampf führen,  kämpfen, küzdelem	1395.0		False
kvadrát	das Quadrat,  Quadratklafter,  der Quadrat	1743.0	German	True
kvarc	Quarz,  med od kosmetische Behandlung mit den Strahlen einer Quarzlampe, Heimsonnen	1783.0	German	True
kvargli	Art Käse mit penetrantem Geruch	1897.0		False
kvártély ×	Quartier, Unterkunft von Truppen 〈bei der Zivilbevölkerung〉,  Unterkunft, Wohnung,  Stadtviertel	1583.0	Wanderwort	True
kvárting †	Art Geldmünze	1430.0		False
kvaterka ∆	Art kleineres Flüssigkeitsmaß,  gemütliches Weintrinken in Gesellschaft von Freunden,  bei Wein plaudern	1851.0	Slavic	True
kvitt	quitt 〈als Präd in gewissen Redewendungen〉	1828.0	German	True
kvóta ∆	rechnungsmäßiger Anteil, Quote	1684.0	Latin	True
la	schau, sieh da!	1552.0	clipping	False
láb	Fuß, Sok-kel,  Bein, Fuß,  Ende bzw irgendein Teil eines Gruntückes,  Schuh,  Fuß 〈Längenmaß〉,  Stamm des Baumes,  der Mensch selbst,  Versfuß	1231.0	Proto-Uralic	False
labanc	Anhänger, Soldat der Kaiserlichen 〈zur Zeit von Thököly bzw Rákóczi〉,  Fußsoldat,  kaiserlich gesinnt, Habsburg Untertan	1672.0	paronymy	False
lábatlankodik	einem unter die Füße kommen, im Wege stehen	1834.0	derived word	False
lább †	schwimmen,  die Oberhand gewinnen,  fließen,  voll Tränen stehen, werden,  Wellen schlagen,  schweben 〈in der Luft〉,  waten,  sich aufregen	1261.0		False
lábbog ×	auf dem Wasser schwimmen, schweben, sich herumwerfen,  voll Tränen stehen, werden,  vom Wege abweichen,  sich aufregen,  waten,  schweben,  taumeln,  locker sein, werden	1619.0		False
labda	Spielball,  Kugel,  Ballspiel,  spielballähnl Gegenstand, Bestandteil	1405.0	Slavic	True
labirintus	Irrgarten, Labyrinth,  Durcheinander,  Ohrlabyrinth	1578.0	Latin	True
lábító ×	Leiter,  Pedal,  Fußschemel	1470.0	derived word	False
laboda	〈zur Benennung versch großblättriger Pflanzen wie Melde, weißer Gänsefuß, Spinat, Klette〉,  Wasserrachaufel	1347.0	Slavic	True
laboratórium	Werkstatt,  Laboratorium	1707.0		False
lábos	flaches Kochgefäß 〈urspr mit drei Füßen〉,  Topf mit Füßen	1585.0	lexicalized internal development	False
lacsuha ×	faulenzerisch, trag, arbeitsscheu,  unsauber, unordentlich gekleidet,  Art Fleckerl 〈Suppeneinlage〉,  Pflugschleife,  Art Schlitten	1787.0	Slovakian	True
láda	Kiste, Behälter eines Fahrzeuges od der Wagenkasten selbst,  Kiste,  Truhe	1086.0	German	True
ládafia ∆	kleines Fach in einer Truhe od Lade	1553.0	compound	False
ladik	flacher Kahn	1560.0	Bulgarian	True
lafanc ×	flatterndes, gefälteltes Kleidungsstück, Lappen,  Anhänger, Soldat der Habsburger,  hochgeschossener Nichtsnutz,  zerlumpte Person,  flatternd, gekräuselt, gefältelt 〈Kleidungsstück〉,  zerfetzt,  schuftig,  schlampig	1790.0		False
láger	Feldlager,  Lagerplatz für Futter, Getreide, Holz usw,  Gleit-, Wälzlager,  Kriegsgefangenen-, Konzentrationslager	1759.0	German	True
lagúna	Lagune	1793.0	international word	True
lagzi	Schmaus 〈mit Zechgelage〉,  Hochzeitsschmaus	1753.0	internal	False
lágy	weich,  flaumweich, fein,  träge,  mild, zärtlich,  wäßrig,  sanft,  von niedrigem Schmelzpunkt 〈Metall〉,  lau,  weich 〈Wasser〉,  palatalisiert 〈Laut〉,  Moll- 〈Tonart〉,  zerfließend,  Hirnblatt	1370.0	Proto-Finno-Ugric	False
lágyék	weicher Teil des Körpers,  Lende	1791.0	derived word	False
lagymatag	lau,  gleichgültig, schlapp,	1405.0	derived word	False
laikus	Nichtgeistlicher,  Ungelernter, Nichtfachmann,  laienhaft,  weltlich, profan	1562.0	Latin	True
lajbi ×	Weste	1736.0	loan	True
lajhár	unsinnig, verrückt,  träge, faul,  ungeschlacht, schwerfällig,  Faulpelz,  Faultier	1604.0	uncertain	False
lajhunt †	Leithund, Spürhund	1395.0	German	True
lajtrom	Register,  Evidenzbuch	1516.0		False
lajt	längliches Faß, in dem Wasser, lebendige Fische, Wein und dgl transportiert werden	1379.0	loan	True
lak¹	Wohnsitz, Wohnort,  alleinstehendes kleines Wohnhaus	1086.0		False
lak² †	Sünde	1490.0		False
lák †	Teich, Sumpf,  Pfütze	1592.0		False
lakáj	Lakai,  Liebediener, Speichellecker	1560.0	German	True
lakat	Hängeschloß,  Balken der Weinpresse, in dem sich die Schraube befindet,  Regulator an der Selbsthaltekette eines Pflugkarrens,  Schlosser,  mit Hängeschloß ausgestattet	1405.0	loan	True
lakik¹	schmausen,  verbrauchen,  mit Schmaus feiern,  essen, schmausen	1481.0		False
lakíroz ∆	lackieren	1731.0		False
lakli	hochgeschossener, sich unbeholfen gebärdender Flegel	1885.0	loan	True
lakmározik	genüßlich essen, schmausen	1598.0		False
lakmusz	Lackmus	1788.0	German	True
lakodalom	Schmaus 〈mit Zechgelage〉,  Hochzeitsschmaus	1506.0	derived word	False
lakonikus	lakonisch 〈Antwort, Ausdrucksweise〉	1821.0	Latin	True
laktor ∆	Art altes Längenmaß	1498.0	German	True
lám	siehe, sieh da	1416.0		False
láma¹	Lama 〈Tier〉	1787.0	international word	True
láma²	Lama 〈buddhistischer Mönch〉	1793.0	international word	True
lamentál	lamentieren,  lärmen	1614.0		False
lamentáció	Wehklage,  Klagelieder des Propheten Jeremias	1630.0	Latin	True
lamos ×	buschig, behaart,  gerauht	1324.0		False
lámpaláz	Lampenfieber	1845.0	German	True
lámpás ∆	Lampe, Laterne,  Blesse,  Laterne 〈Kuppelteil〉	1372.0		False
lampion	Lampion	1871.0	international word	True
lán †	Acker gewisser Größe	1347.0		False
lanc †	deutscher Söldner	1541.0	German	True
lánc	Kette 〈Art -band〉,  10 Klafter als Längenmaß,  Kette〈Weberei〉	1405.0	Slavic	True
lancetta ∆	Lanzette	1694.0	German	True
láncfa ×	Art Wurfspieß,  lange Stange für versch Zwecke	1558.0	compound	False
lanckenét †	Lanknecht	1541.0	German	True
landol	landen 〈Flugzeug, Schiff usw〉	1932.0	German	True
lándzsa	Speer, Lanze,  Lanzette	1384.0	loan	True
láng	Flamme,  heftige Leidenschaft,  das Feinste, die Blüte 〈zB Auszugsmehl〉,  Alkohol,  geflammt, mit Flammen brennend,  flammend brennen	1316.0	uncertain	False
langaléta	halbnackt,  träge, schwerfällig 〈Person〉,  hochgeschossen 〈junger Mann〉	1829.0	German	True
lángos	Art Backwerk aus Brotteig	1709.0	derived word	False
langy	lau,  schlaff, gleichgültig,  langsam fließend 〈Fluß usw〉,  Lauheit	1764.0		False
lanka	Wiese od Acker an einem Gewässer,  sanfter Abhang, Halde,  Obstgarten,  Flußstelle mit schwacher Strömung	1217.0	Slavic	True
lankad	ermatten 〈intrans〉,  nachlassen,  welken	1456.0		False
lánna ×	platte,  Klinge 〈Sense, Säge〉	1458.0	Latin	True
lanolin	Lanolin	1895.0	international word	True
lant	Laute,  〈als Sinnbild der Poesie〉,  Lied,  Herdenglocke	1405.0	German	True
lantorna ×	Lampe,  Innenhaut,  durchscheinende Haut, Blase als Fensterscheibe od Leuchtengehäuse	1508.0	Latin	True
lanyha	weichlich, schwach,  naschhaft,  faul, träge,  still, rieselnd 〈Regen〉,  lau,  liederlich,  stiller, rieselnder Regen	1585.0	unknown	False
lap	flache Klinge 〈Säbel〉, Fläche 〈Messer〉,  flache Seite,  Fläche 〈Geom〉,  Seite 〈Buch〉,  Blatt, Karte,  Niederung,  Zeitung,  Platte	1138.0	uncertain	False
láp	Moor,  Floß,  Bewach- sung des Sumpfwassers	1113.0	Proto-Finno-Ugric	False
lapát	Schaufel,  Riemenblatt, Ruderschaufel,  Schaufel 〈vom Wasserrad usw〉	1395.0	Slavic	True
lapocka	Schulterblatt,  Schaufel,  〈Benennung versch Pflugteile〉	1405.0	Slavic	True
lapos	flach 〈Land〉,  niedrig,  oberflächlich, nichtig,  Flachland,  Art Kuchen	1228.0		False
lapp	Lappe,  lappisch	1675.0		False
lappan ×	sich versteckt halten	1416.0		False
lappang	vorhanden sein, aber nicht in Erscheinung treten	1510.0		False
lapu	〈zur Benennung versch großblättriger Pflanzen, haupts Klette und Wegerichgewächse〉,   Blatt, Baumblatt	1256.0	Slavic	True
lárifári	unnütziges Ding,  nichts da!	1786.0	German	True
lárma	Alarm,  Geräusch, Lärm,  Aufruhr,	1631.0	German	True
lárva	Maske,  Larve 〈Zool〉	1624.0	Latin	True
laska ×	Mehlspeise, heute meistens Art Nudeln od Fleckerln	1519.0	Slovakian	True
lassú	langsam,  leise, still,  sanft, gemäßigt,  gemächlich, saumselig,  Art Tanz,  besänftigen,  verlangsamen,  kraftlos werden,  langsam werden	1192.0	uncertain	False
lasszó	Lasso	1857.0	international word	True
lat ∆	Lot 〈als Gewichtsmaß〉,  erwägen, bedenken	1441.0	German	True
lát	sehen, schauen,  besuchen,  nach etw sehen, sich nach etw umsehen,  erfahren, verstehen, zur Kenntnis nehmen,  achtgeben, achten,  untersuchen, prüfen,  für etw halten,  sich an etw machen, zugreifen,  empfangen, aufnehmen, mit jmdm umgehen,  erleben,  jmdm etw zuteil werden lassen,  Prophet,  Vision,  Sehen,  sichtbar, offen	1216.0	Proto-Uralic	False
laticel	Schaumgummi	1958.0	internal	False
latifundium ∆	großes Landgut	1862.0	Latin	True
Latinus	Latiner,  Latein,  latinisch, lateinisch	1792.0		False
látogat	besuchen,  jmdm etw zuteil werden lassen,  frequentieren,  heimsuchen,  herumschauen, prüfen	1372.0	derived word	False
lator	Räuber, Verbrecher,  Hurer, Hure,  ruchlos, verworfen,  unzüchtig, buhlerisch	1276.0	German	True
latrina ∆	Abtritt	1811.0	international word	True
latyak	Matsch	1792.0	derived word	False
láva	Tuffstein,  Lava	1786.0	international word	True
lavina	Lawine	1812.0	German	True
lavíroz	manövrieren, sich hindurchwinden,  im Zickzack gegen den Wind segeln,	1706.0	German	True
lavór	Waschbecken	1809.0	loan	True
laxál ∆	abführen, den Stuhlgang erleichtern	1736.0	Latin	True
láz¹	Lichtung, Blöße, Wiese,  Rodung	1093.0		False
laza	schütter, spärlich, sich zerstreuend,  von schwachem Körperbau, verfallen,  nicht streng, leichtsinnig,  locker,  verweichlicht, faul,  ungenau,  locker 〈Verbindung〉,  lockerer, wertloser, geringfügiger Teil,  leerer, schütterer Teil eines Obstgartens,  taube Ähre, Spreu,  Kohl mit lockeren Blättern,  schütterer Wald	1607.0	uncertain	False
lazac	Lachs 	1544.0	Slavic	True
lazúr †	Lasurstein,  Lasurfarbe,  Lasurblau,  lasurblau	1584.0	Latin	True
lázzat †	stiften, erregen	1527.0		False
lázsia †	der zu bezahlende Geldwert	1681.0		False
lazsíroz ∆	faulenzen, bummeln 〈beim Spiel, bei der Arbeit〉	1860.0		False
lazsnak ×	Decke, Tuch zum Einbündeln,  grobes, zottiges Tuch,  Betteinlage, Matratze,  Schläge, Prügel,  verprügeln	1321.0	Slavic	True
le	ab, her-, hinab, her-, hinunter,  ab, her-, hinab, her-, hinunter,  auf eine niedrigere Stufe 〈in der Rangordnung〉,  unten,  nieder mit ihm, herunter damit	1372.0	lexicalized inflected word-form	False
lé	Tunke, Soße, Suppe,  Saft,  Absud, Lösung,   Wasser, unreine Flüssigkeit,  saftig	1395.0	Proto-Finno-Ugric	False
leander	Oleander 	1857.0	loan	True
leány	Mädchen,  Tochter,  magd,  Freudenmädchen	1055.0	compound	False
lebbencs	Art Fladen,  Eierkuchen,  Art Fleckerl 〈Suppeneinlagen〉,  Art Fleckerlsuppe	1834.0	derived word	False
lebeg	flattern,  pochen 〈Herz〉, schlagen 〈Ader〉,  schweben,  flimmern,  wanken,  stocken 〈Rede〉, stammeln,  Gehänge 〈als Schmuckstück〉	1458.0		False
lebel ∆	Dunst,  Brise, Lüftchen,  Flagge, Fahne, etw Flatterndes	1618.0		False
lebeny	Wamme,  Art Mantel, Schößchen, Frackschoß,  häutiger Teil des Fleisches,  Lappen 〈Anat〉	1577.0		False
lebuj	Spelunke,  elende Wohnung	1808.0	compound	False
léc	Latte,  Art Feldmaß	1399.0		False
lecke	Epistel 〈Teil der Messe〉,  sittliche Lehre,  Lernaufgabe,  Lektion, Lehre,  Lehrstunde, Unterricht,  schulmeistern,  abkanzeln,  unterrichten lassen	1474.0		False
lecsó	Gericht aus Paprikaschoten und Tomaten	1940.0	uncertain	False
lecsperdi ×	schwatzhaft, plauderhaft,  verleumderisch	1799.0	compound	False
ledér	betrügerisch, heuchlerisch, liederlich	1400.0	German	True
lednek ×	Wicke,  Platterbse 	1471.0	Slovakian	True
lefetyel	gierig fressen, schlappen,  schwatzen	1838.0	onomatopoetic	False
leffeg ×	herabhängend sich hin und her bewegen,  stottern,  langsam gehen, trotteln	1792.0		False
leg-	〈zur Verstärkung von versch Adv〉,  〈Präf des Superlativs bei Adv〉,  〈<Präf des Superlativs bei Adj〉	1372.0		False
lég	Luft,  Gas,  Luft	1813.0	internal	False
legális	legal	1835.0		False
legátus ∆	 Gesandter,  kalvinisti-scher Theologiestudent als Gelegenheitsprediger	1517.0		False
legel	weiden, grasen,  nähren, füttern,  sich ergötzen, sich weiden	1386.0	internal	False
légely ×	Faß, Tragfäßchen	1454.0	German	True
legenda	Heiligenerzählung, Legende,  sagenhafte, unglaubhafte Geschichte,  Umschrift 〈auf Münzen〉, Zeichenerklärung	1372.0		False
legény	Bursche, Junggeselle,  Diener,  Handwerksgeselle,  gemeiner Soldat,  braver, tüchtiger Kerl,  Wesen als Bursche,  Mannschaft	1138.0	uncertain	False
légió	Heer, große Anzahl, Menge,  größte Einheit des römischen Heeres,  Freiwilligertruppe,  Fremdenlegion	1416.0		False
légó ∆	Luftschutz,  Fliegeralarm,  Luftschutzkurs,  Luftschutz, Zivilschutz 〈für den Fall von Luftangriffen〉	1941.0	clipping	False
légy	Fliege,  Spitzel,  Fliege 〈Korn am Gewehr〉,  verwirrt,  voller Fliegen	1138.0	Proto-Finno-Ugric	False
legyeskedik	herumschlagen, herumfuchteln,  um jmdn herum sein, jmdm schmeicheln,	1794.0	derived word	False
legyez	fächern,  wedeln,  sanft wehen 〈Wind〉,  herumschlagen, fuchteln,  um jmdn schwänzeln, jmdm schmeicheln,  Fächer	1395.0		False
légyott ∆	Stelldichein	1831.0	compound	False
leh	Atem, Hauch	1326.0		False
léha	leicht, gering, leer, taub 〈Ähre〉,  liederlich,  Spreu, Deckhäutchen der Samen,  Kornbrand,  schundige Sache, Schundzeug,  taube Ähre	1690.0	uncertain	False
léhen †	Lehnsgut,  gelegentliche Versorgung von Soldaten vor der sich verzögernden Löhnungsauszahlung	1214.0	German	True
léhó ×	großer Holztrichter zum Faß	1576.0	Croatian or Serbian	True
lehota †	Dorf das eine gewisse Zeit lang von Abgaben freigestellt war	1318.0	Slovakian	True
