ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
2287	1333	NECK	nyak	  fressen;  Kragen;  saufen; schmaler Teil eines Hügels;   Hals;   Hals eines Gegenstandes;   Hals eines Kleidungsstückes;   einen langen od starken Hals habend;   köpfen;   nyakon üt;  schlingen	  Hals	Hals-1
2288	1333	NECK	torok	  Hals; Mündung;   Flußmündung;  Kehle von etw;   Kehle;   Fell am Halse;   jmdn schweigen heißen;   steckenbleiben;   münden	  Hals	Hals-2
2291	2963	NET	háló	  Falle; Netz	Netz	Netz-1
2292	2963	NET	necc ∆	  Netz; Filetarbeit	  Netz	Netz-2
2294	1656	NEVER	soha	  je; niemals	niemals	niemals-1
2295	1231	NEW	friss	 flink;  prächtig; neu;  noch unverdorben;   hurtig;  munter;   kühl;  erfrischend;   herrlich;   in schnellem Tempo 〈Musik;  Tanz〉;   Teil der ung Musik und des ung Tanzes in schnellem Tempo;   Aufgewecktheit	neu	neu-1
2297	1231	NEW	új	  stehlen; neu;  frisch;   wiederholen;   wieder;   wieder;  heutzutage;   Zeitung;   Erneuerung;   erneuern;   neulich;  zeitgemäß;   Neuheit;   Erneuerer;   als neu;   aufs neue;  aufs neue;   aufs neue;   nagelneu	neu	neu-3
2299	1298	NEWSPAPER	lap	 Karte;   Fläche 〈Geom〉; flache Klinge 〈Säbel〉;  Fläche 〈Messer〉;   flache Seite;   Seite 〈Buch〉;   Blatt;   Niederung;   Zeitung;   Platte	  Zeitung	Zeitung-1
2305	2917	NEXT TO	mellett	  für;  dabei;   gegen;   trotz;  dich usw; neben;  bei;  nächstjmdm;  daneben;   daneben;   mit;   außer;  im Interesse von;   überdies;   für mich;  in meinem;  deinem usw Interesse	neben	neben-2
2307	1233	NIGHT	éjszaka	  Nacht; nachts	  Nacht	Nacht-2
2308	1483	NINE	kilenc	neun;   neunter;   Art Abgabe;   Neuntel	neun	neun-1
2309	1724	NINETY	kilencven	neunzig	neunzig	neunzig-1
2318	1182	NOISE	lárma	Alarm;  Lärm;   Aufruhr;   Geräusch	 Lärm	Larm-9
2328	2604	NOOSE	hurok	Schlinge	Schlinge	Schlinge-2
2332	1598	NORTH	észak	  Süden; Norden;   Noreite;  Feltück von nördlicher Lage	Norden	Norden-1
2334	1221	NOSE	orr	  Schnabel; Gipfel;  Halbinsel;  Höhe;   ahnen;  Nasenloch;   Nase;   Vorsprung an einer Fläche;  Nase eines Felsens;   Spitze einer Truppe;   vorspringende;  obere Spitze von etw;   Bug;   beleidigt sein	  Nase	Nase-2
2335	1240	NOT	sem	  als; nicht;  nicht;  kein;  auch nicht;   weder . . . noch	nicht	nicht-1
2339	2893	NOTICE (SOMETHING)	sejdít ×	  bemerken;  erblicken; 〈Lichtschimmer〉 bemerken;  einen flüchtigen od geheimen Blick auf etw werfen;   im voraus ahnen;   schwach fühlen;   ein wenig sehen;   einen schwachen Schimmer von etw haben;   wittern;   jmdm etw  mitteilen	  bemerken	bemerken-3
2340	2854	NOVEMBER	november	November	November	November-1
2342	1376	NOW	most	  gerade;   mal .. . mal; jetzt;  derzeit	jetzt	jetzt-2
2344	2853	OCTOBER	október	Oktober	Oktober	Oktober-1
2347	3704	ODOR (SMELL)	illat	  Geruch; Duft;   Duft;   Parfüm;  wohlriechende Salbe;   duften	  Geruch	Geruch-4
2349	3704	ODOR (SMELL)	szag	Geruch;   ahnen;   riechen 〈trans〉;   schnüffeln	Geruch	Geruch-6
2355	1852	OFTEN	gyakor ×	  emsig;   sich ausbreiten;   eng;  knapp;  zahlreich; dicht 〈Wald〉;   häufig;  zusammengedrückt;   dichtes Gebüsch;  dichter Wald;   oft	  oft	oft-1
2356	1852	OFTEN	gyakran	  eng; oft;  knapp 〈Adv〉	oft	oft-2
2357	1484	OIL (ORGANIC SUBSTANCE)	olaj	Öl	Öl	Ol-1
2358	1229	OLD	agg	alt;   bejahrt;  hochbetagt 〈Person〉;   schlau;  erfahren;   hochgewachsen	alt	alt-1
2363	1229	OLD	öreg	  alt;   alt;  bejahrt; groß;  wertvoll;    Alter;  nützlich;  umfangreich;   bedeutend;  eine führende Rolle spielend 〈Person〉;   dick 〈Speise〉;   spät 〈Tageszeit〉;  nicht neu;   Alte 〈Person〉;   Alter 〈als vertreuliche Anrede〉;    Vater od  Mutter;   Alte 〈Eheleute〉;   altkluges Kind;   größer werden;   an Weisheit zunehmen;  seelische Bereicherung erfahren	  alt	alt-6
2374	2914	ONCE (IN THE PAST)	rég	  alt;   einst;   vor kurzem;   früher;  einstig; Altertum;   seit langer Zeit;  von einem früheren Zeitpunkt an;   vormalig;   von alters her;   seit lange dauernd	  einst	einst-2
2375	1493	ONE	egy	  Geschwister;   ungefähr;   identisch;   einzig;   blutsverwandt; ein;   ein;  ein;  eins;   eins;   der/die/das eine;   jemand;   jemand;   irgendein;  Einheit bildend 〈mit jmdm;  einer Sache〉;   einverstanden;  eines Willens;   voll;   das Einzige;   Einfachheit;   Einheit;  einer;  einer;   Einzelkind;  einer ihrer;   der eine;   einmal;   einmal;   einst;   zugleich;   zugleich;   plötzlich;  auf einmal	ein	ein-1
2386	1580	ONLY	csak	  wenigstens;   kaum;   wenn nur;   aber; nur;  allein 〈auch als Verstärkung〉;   mal 〈zur Aufmunterung〉;   doch;   überhaupt;   erst	nur	nur-1
2394	1156	OPEN	nyit	öffnen;   beginnen;  anfangen;   blühen 〈Blume〉;    bieten;   Aufmachen 〈im Wienbau〉	öffnen	offnen-2
2404	1014	OR	vagy¹	  wenigstens; oder;   etwa;   das heißt;   entweder . . . oder;  wenn auch	oder	oder-3
2406	197	OTHER	egyéb	anderer;  sonstig;   ausgenommen;  es sei denn	anderer	anderer-1
2407	197	OTHER	más	  anderer;   Antwort;   Ebenbild;   Mutterkuchen; folgender;   Abschrift;   vergangen	  anderer	anderer-2
2410	735	OWL	bagoly	  dumm; Eule;   Nachteule 〈vom Menschen〉;   Schuljunge;   der Alte	Eule	Eule-1
2411	684	OWN	bír	  unterwerfen;   ertragen; besitzen;  haben;   beherrschen;   verschaffen;   veranlassen;   zu etw fähig sein;  imstande sein;   Besitzer	besitzen	besitzen-1
2415	1783	PAIN	sérvés †	  Schmerz;   Leber-; Körperverletzung;  Milzgeschwulst;   Hernie;   ungünstiger Umstand	  Schmerz	Schmerz-2
2416	647	PAINT (PIGMENTS)	szín²	  Bild;  Vorwand;   Schein;  Schönheit;   das Beste;   Oberfläche;  Anmut;  Bildnis;  das Äußere;   Art und Weise; schöne Gestalt;   Angesicht;  unmittelbare Gegenwart;   Farbe als Empfindung;  das Vornehmste;   Erscheinungsform;   Farbe;  Farbstoff;   Vorderseite;  haupts rechte Seite bei Stoffen;   farbig;   bis an den Rand	  Farbe	Farbe-1
2437	779	PART	rész	  Gruppe;  Gruppe;   Teil;   Abschnitt;   Abteilung;   Seite;  Partei; Anteil;   Anteil;  Textstelle;   Rate;  Gebührendes;   Gebiet;  Landesteil;   Beteiligung;   beteiligte;  Teilnehmer;   Einzelheit;   in  Hinsicht;   teils	  Teil	Teil-14
2442	1951	PASS	múlik	  vergehen 〈Zeit〉;   versäumen; vorbei-;  vorübergehen;  vermeiden;   vergehen;  aufhören;   übertreffen;   nach einem Lebensalter od einer Periode sein;   Verzug erleiden;   es liegt an jmdm;  es kommt auf etw an;   Vorbeigehen;   Vergangenheit	  vergehen	vergehen-1
2447	649	PASTURE	mező	  Weide;  Acker;  Gras;  Wiese;   Landgut; Feld;   Feld;  grüne Saat;  Bauerngut;   Wappenfeld;  Gebiet 〈einer Tätigkeit〉	  Weide	Weide-3
2453	2252	PATH	ösvény	Weg;  Pfad;   Querweg;  Wegkreuzung;  Wegverzweigung	Weg	Weg-2
2455	2252	PATH	út	 Verfahren;   Gang; Weg;   Möglichkeit;   Fahrt;   Laufbahn;  Ablauf;   Art und Weise;   Fahrgast;  Reisender;  Straße;  um etw zu erledigen;  Reise;   Anlaß	Weg	Weg-4
2464	2988	PATTERN	minta	Muster;  Muster;   gemustert;  Vorlage;   Gießform;   Vorbild;   Prüfungsstück;  probe;   sich wiederholende Verzierung;   als Muster dienend	Muster	Muster-5
2472	2965	PAW	mancs²	  große; Pfote;  Tatze;  plumpe Hand	Pfote	Pfote-1
2473	2965	PAW	pracli	 Hand; große;  Pfote;   Tatze;  formlose Hand	 Pfote	Pfote-2
2474	718	PAY	fizet	  erwidern; zahlen;   entrichten;  zur Vergeltung belohnen;  bestrafen;   befriedigen;  auszahlen;   irgendeine Ernte bringen 〈haupts vom Getreide〉	zahlen	zahlen-1
2478	789	PEOPLE	nép	 Institution;   Menge;   Volk;   Volk; zu einer Stätte;  Person gehörige Gemeinschaft;   Leute;   gemeines Volk;  haupts Bauernvolk;   Tiergruppe;    bevölkert;  vielköpfig;   Einwohnerschaft;  Population;   volkstümlich	  Volk	Volk-2
2486	2966	PERCH (FISH)	sügér	Barsch;   Art Kriegsgerät	Barsch	Barsch-2
2511	597	PHYSICIAN	doktor	Gelehrter;   Arzt;   Schulmeister;  Lehrer;   Träger der Doktorwürde	  Arzt	Arzt-1
2513	597	PHYSICIAN	orvos	Arzt	Arzt	Arzt-3
2514	2148	PICK	szed	  schlagen;  erwerben;   betrügen;   sich beeilen;   sich aufrappeln;   lesen; erheben;  einnehmen 〈zB Steuern〉;  pflücken;  sammeln;   für sich gewinnen;   zerpflücken;   einzeln ordnen;   sich zusammennehmen;   Schriften setzen 〈Buchdruck〉;   zu sich nehmen 〈Speise〉;   nehmen 〈Arznei〉;   Lesen;  Sammeln	 pflücken	pflucken-1
2515	2148	PICK	tép	 zugrunde richten;  zausen;  reißen;   rupfen;   zupfen;   plagen;  martern; raufen;   abschneiden;  pflücken;   besiegen;   in Stücke reißen	 pflücken	pflucken-2
2520	3303	PICTURE (PAINTING)	kép¹	  Bild;   Bild;  Gestalt;  Vertreter; Form;   Schein;   Sinnbild;   Ähnlichkeit;  Vorstellung;   Erscheinung;   Redebild;  Bildnis;   Gesicht;  Miene;   Standbild;  Biläule;  Ebenbild;   Vertretung;   Genrebild;  Auftritt 〈im Theater〉	  Bild	Bild-3
2526	3303	PICTURE (PAINTING)	tabló	Bild;    Ausweis;   wirkungsvoll gruppiertes Bild;   Gruppe von Hasarpielern;   Gruppenbild;  aus Photographien von mehreren Personen zusammengestelltes Bild	Bild	Bild-9
2527	594	PIECE	darab	 Musikstück;   Herde; Stück;  Teil- od Bruchstück;  Brocken;   ein Stück 〈Weg;  Land usw〉;  eine Weile;   eine gewisse Menge von Garn od Spinnfaser;   Band des Buches;   Theater-;   Aktenstück;   Werkstück	Stück	Stuck-1
2535	1337	PIG	disznó	  Art Kartenspiel; Schwein;  Wilchwein;   Schweinskerl;   As im ungarischen Kartenspiel;   stachelige Frucht des Stechapfels;   Tintenklecks;   unflätig;   sehr groß;   Schwein schlachten;   schweinigeln	Schwein	Schwein-2
2536	1337	PIG	sertés	  Schwein; stachelig;  borstig	  Schwein	Schwein-3
2537	2967	PIKE (FISH)	csuka	  Schuh; Hecht	Hecht	Hecht-1
2539	1044	PILLOW	párna	  Unterlage;   Unterbett;   Federbett; Kissen;  Polster;   Lotterbett;  Achsschemel	Kissen	Kissen-2
2540	1044	PILLOW	vánkos	  Unterlage; Kissen;  Achsschemel;  Achslager	Kissen	Kissen-3
2542	2539	PIT (POTHOLE)	árok	  Tal; Grube;  Graben;   Wallgraben;   Graben ziehen	Grube	Grube-1
2549	2539	PIT (POTHOLE)	verem	Grube;   Graben;  Grotte;  Todesgrube;    Aushöhlung	Grube	Grube-8
2550	723	PLACE (POSITION)	hely	 stellen;  stellen;   Stelle; Gruntück;   Behörde;   Ort;   Ort;  Stelle 〈in einem Text〉;  Platz 〈Reihenfolge〉;   Lage;   Platz;  Raum;   Rechtsgrund;   stellung;   setzen;   setzen	  Ort	Ort-1
2555	372	POINTED	él²	Spitze;  Spitze;  Kante;   Bergspitze;  Gebirgsausläufer;   Spitze einer Stichwaffe od eines Werkzeuges;  Schärfe 〈auch abstr〉;   Schlachtlinie;  geordnetes Heer;  erste Stelle;   kantig;   scharf;  spitz	 spitz	spitz-1
2562	1674	POOR	szegény	  arm;   unbeholfen;  ungeschickt;   gering;  schlecht;  mangelhaft;  Bettler; bedauernswert;  bemitleidenswert;  mittellos;   unvollkommen;   Arme;   Arme;   bedauernswerte Person	  arm	arm-7
2571	281	POST	pózna	Stange;  Pfahl;  Stecken;   Stange über einem Schober;  Strohdach;  Wiesbaum;   Strohbund an einer Stange	Stange	Stange-8
2572	1462	POT	fazék	Topf;   Töpfer	Topf	Topf-1
2576	2951	POUCH	szatyor	Korb;   Hühnerkorb;   Beutel;  Sack;  Einkaufstasche;   alte Schachtel 〈alte Frau〉;  alter Kracher;  Legekasten für Hühner	  Beutel	Beutel-2
2578	2951	POUCH	tarsoly	  Hirtentäschel;  Beutel; Felleisen;   Säbeltasche;   Damenhandtasche	 Beutel	Beutel-4
2591	2526	POWER	hatalom	  herrschen;   Herrschaft;   Gewalt; Handlungsfähigkeit;  Recht zu handeln;   Behörde;   Potenz;   macht;   Macht habend;   von großer Ausdehnung;  machthaberisch handeln;   große Macht ausübend	  macht	macht-1
2604	3002	PRECIOUS	drága	  wertvoll; sehr lieb;  geliebt;  teuer;  kostspielig;    Teuerung;   sehr liebe;  geliebte Person;  schätzen;   zu teuer finden	  wertvoll	wertvoll-2
2610	2909	PREPARE	kész  †	  ausrüsten; bewegen;  aneifern;  antreiben;  vorbereiten;   abreden;  abraten	 vorbereiten	vorbereiten-1
2612	1997	PRESERVE	konzervál	bewahren;   haltbar machen 〈haupts Lebensmittel〉	bewahren	bewahren-2
2621	2886	PRODUCE	gyárt	 herstellen;   Erzeuger; erzeugen;   bearbeiten;   fabrikmäßig erzeugen	 herstellen	herstellen-4
2622	2886	PRODUCE	produkál	  herstellen;  erzeugen; vorlegen	  herstellen	herstellen-5
2627	1675	PROMISE	ígér	versprechen	versprechen	versprechen-4
2632	2900	PROTECT	óv	  Schutz;   Schutz;   Kaution;   Kaution; bewahren;  hüten;  beschützen;   sich hüten;   gegen etw Protest einlegen;   gegen etw Protest einlegen;  Gewähr;   Protest einlegend;  eine Kaution hinterlegend	 beschützen	beschutzen-1
2635	1455	PULL	húz	  sich sträuben;   zanken; zerren;   zerren;  Zug;   Überzug;  schleppen;   ziehen;   ziehen;  entfernen;    spannen;  spannen 〈Strang;  Draht usw〉;   anziehen;   anziehen;   ziehend befördern;   in die Länge ziehen;   beziehen 〈Einkommen〉;  überziehen;   ziehen 〈Luftzug〉;   auf einem Streichinstrument spielen;   bewegen 〈auf einer Fläche〉;  eine Linie ziehen;   jmdm einen Schlag versetzen;   aufziehen;  aufziehen;  aufstocken 〈Bauwesen〉;   jmdm zugeneigt sein;  zu jmdm halten;   herausheben;  eine Ziehung vornehmen;   ziehen 〈intrans〉;   einen Zug tun;   nekken;   Fahrt;   sich strecken;   sich strecken;   〈unbest Bed〉;   anhaltend;   Ziehen;   Zugluft;   Abzugshahn;   wachen	  ziehen	ziehen-1
2640	1455	PULL	von	  durch-;   sich sträuben;   zanken;   ringen;   saugen;  bedecken;   aufheben;  etw〉;   ziehen;   ziehen; entfernen;  spannen;   überziehen;   auf einem Streichinstrument spielen;  rucken;  sich winden;   als Folge nach sich ziehen;   Linie;  befreien;   Ruck;  einatmen;   einatmen;  abwendig machen;  erretten;  hochziehen;  hinziehen 〈Zeit〉;   jmdm etw entziehen od versagen;   sich mit jmdm anlegen;   ziehen 〈Linie〉;   ziehen 〈Linie〉;   zur Verantwortung ziehen;  zur Frage stellen usw;   auf etw;  auf jmdn beziehen;   zucken 〈Achsel〉;  verziehen 〈Mund〉;  zusammenziehen 〈Brauen〉;   anziehen 〈jmdn;  attraktiv sein;  wegstreichen;   extrahieren 〈Chem〉;   abziehen 〈eine Zahl〉;   sich von jmdm angezogen fühlen;  sich zu jmdm schlagen;   ähnlich sein;   eine Schlußfolgerung auf etw ziehen;   mit dem Tode ringen;   mit dem Tode ringen;   mit dem Tode ringen;   in Zuckungen liegen;  valamit;  valakit;  valahová úzó személy;   Bogen von Streichinstrumenten;   Ofengabel;   zogen;   z u g k r ä f t i g 〈Zugtier〉;   Streichinstrument;   Art Harke zum Herausziehen von Heu od Stroh aus dem Haufen;   Streichbogen	  ziehen	ziehen-6
2645	1452	PUSH	bök	strechen;  stoßen;   verletzen;   zeigen	 stoßen	stoen-1
2653	1452	PUSH	taszít	 stürzen; stoßen;   abstoßen;   entfremden	stoßen	stoen-9
2666	658	RAIN (PRECIPITATION)	eső	Regen	Regen	Regen-2
2672	1733	RAINBOW	szivárvány	  Regenbogen;   Saugrohr; Schwamm;   Pumpbrunnen;  -heber;  -pumpe;   Wölbungsbogen	  Regenbogen	Regenbogen-5
2675	2134	RAISE (BRING UP)	nevel	 pflegen;   ungezogen;   Amme;   nahren;   wachsen lassen;  aufziehen; bereiten;  vergrößern;  vermehren;  vermehren;  zur Reife bringen;   bereichern;  betreuen;   〈Tier〉 züchten;   erziehen;  ausbilden;   〈Pflanzen〉 anbauen;  Nährerin;  Pflegerin;   unversorgt;  minderjährig	 aufziehen	aufziehen-3
2681	724	READ	olvas	 erfahren;  vermuten;   Zeichen;   zählen;   folgern; lesen;  durch Lesen erkennen;  einzeln in Betracht ziehen;   jmdm etw auf den Kopf zusagen;  in jm Seele lesen können;  Darstellung auslegen können;   Rosenkranz 〈zum Beten〉;   Leser;   Lesestück;   was man aus etw herauslesen kann od konnte;   gelesen 〈Buch〉;   belesen 〈Person〉	lesen	lesen-1
2688	2968	REASON	ok	  Urkunde;   Urkunde;  Grund;   Gelegenheit;  Vorwand;   Argument;   wegen;   Zweck;   verursachen;   verursachen;  Dokument;  Dokument;   Bedingung;  Vorsicht; Sorgfalt;   Wohl;  Nutzen;   Erklärung;  Klugheit;   Ursache;  Beweis;   jmdm die Schuld geben;   jmdm die Schuld geben;   begründen;  motivieren	 Grund	Grund-5
2696	1978	RECOVER	gyógyul	eine Krise allmählich überwinden;  von einer Gemütskrankheit genesen;   genesen;  zuheilen 〈Wunde〉	  genesen	genesen-1
2697	1978	RECOVER	ocsúdik	 zur Besinnung kommen;   genesen; erwachen	  genesen	genesen-2
2701	156	RED	vörös	  Rot;  Kommunist;  rötlich; rot;   rot 〈als Revolutionssymbol〉;   Rotes;  roter Stoff;   exanthematöse Krankheit;  Scharlach;   Rotwein;   Revolutionär;   Rot 〈Spielkarte〉	  Rot	Rot-4
2707	707	REMEMBER	emlékezik	sich erinnern; sich erinnern;   erwähnen;   erwähnen	sich erinnern	sicherinnern-1
2711	2008	RESCUE	menik †	sich retten;   retten;  freistellen;   Schuldbrief	  retten	retten-1
2712	2008	RESCUE	ment¹	 entschuldigen;   Entschuldigung; retten;  befreien;  hüten;  wahren;   entfliehen;   verteidigen;   freisprechen;  entlasten;   Befreier 〈auch Sache〉;   Rettungsdienst	retten	retten-2
2714	168	REST	nyugszik	 schlafen;   ruhig;   beruhigen;   unruhig;  liegen;   sterben;   sich beruhigen; ruhen;   Ruhe halten;  ruhig bleiben;   untergehen 〈Himmelskörper〉;   ruhen 〈Leiche〉;   sich fügen;  sich zufrieden geben;   beruhen;  sich gründen	ruhen	ruhen-1
2715	168	REST	pihen	 stillstehen;  feiern; atmen;  stocken;  keuchen;   ruhen;   sich gründen;  schauben;  der Ruhe pflegen;   sich nicht bewegen;  nicht in Betrieb sein;   tot ruhen	  ruhen	ruhen-2
2726	2969	RIBBON	szalag	Band;  Schleife;   Textilband als Zierat;   Muskelband;   etw Streifenähnliches;   am Fließband arbeitende Gruppe;   Förderband	Band	Band-7
2733	712	RICH	gazdag	reich;   reichlich;   wertvoll;  teuer;  reichhaltig;   Reiche;   reich werden;   sehr reich;   sehr reich	reich	reich-5
2740	1374	RING	gyűrű²	Ring;  Reif;   Locke;  reifförmiger Gegenstand;   Fingerring;  Trauring;   Ringe 〈Turngerät〉;   Verlobte;   Unterpflügen	Ring	Ring-2
2741	1374	RING	karika	Kreis;  Ring;   Faß;  Reifen;   Scheibe;  kreisrunde Form;   kreisförmiger Gegenstand;  Scheiben- od walzenförmiger Gegenstand;   Laufreifen als Spielzeug;   kreisförmige Scheibe;   geringelt;   Art Peitsche	 Ring	Ring-3
2744	2875	RING (MAKE SOUND)	csilingel	hell läuten;  klingeln	 klingeln	klingeln-1
2745	2904	RINSE	öblít	spülen;  schwemmen	spülen	spulen-1
2753	568	RISE (MOVE UPWARDS)	száll	 aus-;   sinken;   ein-;   befallen;   fliegen;  sich legen;  besetzen;  rücken;   schwinden;  sich widersetzen;   jmdm zufallen;   Westen;   Belagerung; sich setzen;  sich herunterlassen;   sich begeben;  ziehen 〈Heer〉;  aufsteigen;  absteigen;   einkehren;  einziehen;   belagern;  fallen 〈Wasserhöhe〉;  sich ablagern 〈Satz〉;   den Kampf aufnehmen;  leszállása közben;   Logiergast;   Angehöriger einer Besatzungsarmee;   Überkommen;  Besetzung;   Sichniederlassen;  apránként aláereszkedik	 aufsteigen	aufsteigen-1
2755	667	ROAD	út	 Verfahren;   Gang; Weg;   Möglichkeit;   Fahrt;   Laufbahn;  Ablauf;   Art und Weise;   Fahrgast;  Reisender;  Straße;  um etw zu erledigen;  Reise;   Anlaß	 Straße	Strae-1
2756	667	ROAD	utca	  Marktplatz; Gasse;  straße	 straße	strae-1
2760	2876	ROAR (OF SEA)	mormol	brausen;   brummen;   murren 〈Person〉;   brummeln 〈Person〉	brausen	brausen-4
2762	2876	ROAR (OF SEA)	pozsog ×	  brausen;  Wein;   wimmeln; prickeln;  massenhaft vorkommen;   lebensfrisch zirkulieren;  zu einer Tat bewegen 〈Blut〉;  gären 〈Most;  gashaltige Flüssigkeit〉	  brausen	brausen-6
2771	769	ROOF	fedél	  Decke;   Schutz;   Deckel;   Deck;   Deck; Dach;   dachen;   Dachung	Dach	Dach-1
2776	1511	ROOSTER	kakas	  Penis eines kleinen Knaben;   Franzose; Hahn;   Männchen verschiedenartiger Vögel;   Wetterhahn;   Flintenhahn;   Mann 〈von der Sexualität her gesehen〉;   Feuerbrand;   durch Rösten geborstene Maiskörner;   roter Fleck;  Tippel von einem Hieb od Schlag;   der ganze Nußkern;   raufsüchtiger Knabe	Hahn	Hahn-1
2777	670	ROOT	csíra	 Anfang; Keim;   Wurzel	  Wurzel	Wurzel-1
2778	670	ROOT	tő	 Einfluß;  Stock;   Wurzel;  Wurzel;  Stamm;   Bestandteil; Flußmündung;   nächste Umgebung 〈eines Ortes〉;   Weinstock;   Ansatz;   Haarwurzel;   Wortstamm;   gestampftes Erdbänkchen vor dem Haus;   Hackblock	  Wurzel	Wurzel-2
2782	2907	ROT	poshad	  faul;  faulenzen;  sauer werden; verfaulen;   abstehen;  verroten;  ausgären;  träge werden 〈Person〉;  schal werden 〈Flüssigkeit〉;  stinkig werden	verfaulen	verfaulen-3
2783	2907	ROT	rökönyül †	verfaulen;  verschimmeln;   betroffen sein;  verblüfft werden	verfaulen	verfaulen-4
2785	1395	ROUND	gömbölyű	Kugel;  rund;   rund;   kugel-;  walzenförmig;   rundlich;  dicklich;  unumwunden 〈Antwort〉	 rund	rund-2
2788	1395	ROUND	kerek	  offen; Wald;  frei;   Wirbelwind;   rund;   rund;   kugelrund;   sich runden;   umfangreich;   etw Rundes;  kreisförmig;  unverblümt 〈Rede〉;  voll 〈Summe;  Zahl〉;   abgerundet 〈Text. Aufführung;  Schriftwerk〉	  rund	rund-5
