sense	year	origin	Concepticon_ID	Concepticon_Gloss
zerlumpt, schmutzig,  unflätig, ungewaschen,  matschig, quatschnaß,  schwatzhaft, plau-derhaft,  〈als Schimpfw〉,  Hure,  unnützer Fratz	1585.0		1230	DIRTY
stehlen,  hineinschmuggeln,  plagiieren,  duseln 〈bei der Arbeit〉,  heimlich, verstohlen,  heimlich, verstohlen	1086.0	unknown	713	STEAL
Hure,  Art Pflaume,  Schwatzmaul,  Art Wasservogel	1584.0	derived word	1610	PROSTITUTE
Geld,  Trinkgeld	1900.0	Romani	1559	MONEY
werfen,  den Takt schlagen 〈beim Tanz, Singen usw〉,  stoßen,  stechen,  zerstoßen,  Stoß	1138.0	Proto-Finno-Ugric	1456	THROW
Lunch,  frühstück	1831.0	English	1322	BREAKFAST
Schmetterling,  Komet	1405.0	derived word	1791	BUTTERFLY
Gans, Wildgans,  Art Spiel,  dumme Person,  Gänse besitzend	1211.0	Proto-Finno-Ugric	1187	GOOSE
eidbrüchig,  plapper-haft,  schuldig	1396.0	semantic change	1682	GUILTY
 Wind, Luftzug,  Luft,  Nichtigkeit, Fehlschlag 〈im Fußballspiel〉	1879.0	German	960	WIND
monüchtig, lunatisch, rappelig,verrückt	1720.0		1899	MAD
Wiese od Acker an einem Gewässer,  Wald, Gebüsch,  Tal	1637.0	Romanian	420	FOREST
von einer gewissen Gangart 〈Pferd〉,  faul, träge, untätig,  unverziert, unschön	1219.0	unknown	1564	LAZY
zwerghaft,  unbeholfen, einfältig,  blöd,  Zwerg	1531.0	internal	3900	CLUMSY
schlagen, pulsieren, sich bewegen	1655.0		2874	MOVE (ONESELF)
Höhle, Loch. Hohlraum,  Loch, Lücke,  Zelle, Kerker,  Loch 〈elendes, enges Quartier〉,  Fehlschuß, Fehlwurf 〈in versch Sportarten〉	1055.0	uncertain	1667	HOLE
jetzt,  heute,  also, doch,  heutzutage,  der heutige Tag,  das Heute, Gegenwart	1138.0	internal	1283	TODAY
quälen, schikanieren,  einwässern, mazerieren	1709.0	Latin	1952	TORTURE
Bauernpferd von kleinerem Wuchs, Füllen,  Art Affe,  Esel	1805.0		2006	FILL
Bär,  Kassenschrank,  Overall, Trainingsanzug	1838.0		1820	BEAR
Katze,  Anker,  kleines Bauernpferd,  Art Kinderspiel bzw einer dessen Teilnehmer,  Feuerbock,  Katzenjammer, Kater,  〈zur BeBenennung versch Bestandteile des Wagens und des Pfluges〉,  Mädchen junge Frau, Verknotung, Knäuel,  Muskelkater haben	1249.0	Slavic	1208	CAT
Dame,   Erzieherin,  Besitzerin eines Bordells,  Hebamme, Oberschwester 	1718.0	international word	3859	MIDWIFE
Vogel,  loser Vogel,  Spatz	1113.0	unknown	937	BIRD
 Frau,  Mariendarstellung	1552.0	Italian	962	WOMAN
er, sie, es selbst,  eigen 〈als poss Attr〉,  Sie,  allein,  denn 〈in verstärkendem Sinn〉,  aber,  zwar,  allein, ohne Hilfe anderer,  vor sich hin 〈reden〉	1372.0	lexicalized inflected word-form	1211	HE
allein, besonders, abgesondert,  privat,  einzig, alleinig,  alleinig, alleinstehend,  Privatmann,  sich absondern, einsam leben,  privatisieren,  selbstsüchtig,  Privatier	1578.0		1964	ALONE
Gipfel, Höhe,  hoch,  hochgeschätzt, erhaben,  von hoher Schwingungszahl, hoch 〈Ton〉,  palatal 〈Vokal〉,  groß 〈Gewinn, Verdienst usw〉,  von bestimmter Höhe	1086.0	uncertain	1614	SUMMIT
errichten, bauen,  emporheben,  lobpreisen	1372.0		1840	BUILD
Vorratsraum,  Zeitschrift,  Kaufladen, Warenhaus,  Patronenkammer	1693.0	Wanderwort	752	STORE
Haufen, Stoß, Stapel,  Scheiterhaufen	1487.0	Slavic	2984	HEAP
erklären, erörtern,  übersetzen	1372.0	derived word	2906	TRANSLATE
Leber,  die Leber des Menschen als vermeintlicher Wohnsitz versch Gefühle und Regungen	1405.0	Proto-Uralic	1224	LIVER
Mai-, Frühlings-,  Maifest	1654.0	Latin	2848	MAY (MONTH)
Gürtel, Zügel,  bandartige Verzierung,  Bund als eingefaßter oberer Rand an Hose und Rock	1435.0	unknown	772	BELT
gleich, sofort,  später,  beinahe	1372.0		2276	IDENTICAL
März	1416.0	Latin	2846	MARCH
Edelstein,  Perle,  Margerite	1541.0	Latin	3325	PEARL
Vermögen, Schatz,  bewegliches Gut,  Ware,  Vieh,  Rindvieh,  stockdummer Mensch,  außerordentlich groß,  blöd,  stark,  sehr,  Blöinn	1358.0	loan	785	STRONG
Hügel, Erhöhung,  Ufer	1215.0	derived word	614	HILL
tauchen, tunken,   ziehen,  sich unbefugt in etw einmischen,  stoßen 〈Messer, Stichwaffe〉,   waschen,  Tauchen, Tunken,  Soße	1416.0	Proto-Ugric	1455	PULL
folgender,  anderer,  Abschrift,  Ebenbild,  Antwort,  Mutterkuchen,  vergangen	1372.0	Proto-Finno-Ugric	197	OTHER
Maschine, maschinenartiger Apparat,  Kochmaschine, Sparherd,  Zündholz,  Dreschmaschine	1771.0		144	MACHINE
zweiter, folgender, anderer,  Nachgeburt,  Doppelgänger, Ebenbild,  Aftergetreide,  Sekunde 〈Musik〉	1372.0	derived word	1384	SECOND
anderswo,  wieder	1495.0		204	AGAIN
Rotzjunge, unbedeutende Person,   Schmutz,  Mist,  Alge	1759.0		25	DIRT
klettern, kriechen	1214.0	unknown	1102	CLIMB
Gift, vergiftete Speise,  Lug und Trug, fauler Zauber,  Stechapfel,  berauschendes und wütend machendes Getränk	1544.0	Wanderwort	655	POISON
dickflüssiger Stoff, Brei,  Unzahl, große Menge	1578.0	Latin	3651	MUSH (FOOD)
kraftvoll, fest, dicht	1750.0	international word	3003	SOLID
Stoff 〈Gewebe〉,  Materie,  Lehrstoff,  Eiter	1547.0		1808	PUS
Mai	1416.0	Latin	2848	MAY (MONTH)
Frucht der Eiche,  Eichel des männlichen Gliedes,  Walnuß,  Eichel als Spielkartenfarbe,  〈als Benennung eicheiförmiger Gegenstände〉,  Stieleiche,  Schließfrucht,  Schlinge	1138.0	unknown	2604	NOOSE
quäken od ähnl Töne von sich geben 〈Tiere, haupts Hase, Eichhörnchen, Affe〉,  stammeln, stottern,	1673.0	onomatopoetic	1628	SQUIRREL
Bergabhang,  Wamme eines Tiers, Kropf eines Vogels,  Ufer,	1156.0		3464	SHORE OF LAKE
Hirse,  Hirsebrei, Fladen aus Hirsemehl,  Mais,  Maisbrei,  Maiskuchen,  Maisschrot, Maismehl,  Einfaltspinsel,  blöd,  trag, faul	1600.0	Romanian	1564	LAZY
boshaft	1793.0		419	SEVERE
Himbeerstrauch,  Himbeere,  Brombeere,  Himbeersaft	1366.0	Slavic	3803	RASPBERRY
Mutter,  Großmutter, alte Frau	1712.0	uncertain	1216	MOTHER
heute	1778.0	compound	1283	TODAY
Mammon,  Geld, Schatz	1416.0	Latin	1559	MONEY
betrunken, verkatert,  wonnetrunken	1781.0		1463	DRUNK
Pfote, Tatze,  große, plumpe Hand	1837.0	unknown	2965	PAW
Mandarine	1845.0	international word	2367	MANDARINE
Art kurzer Überrock, Mantel,  ärmelloser leichter Mantel 〈für Frauen〉,  Bademantel, Badetuch,  Wams, Dolman	1620.0	loan	603	COAT
Melde, Spinat,  Mangold 	1621.0	loan	975	SPINACH
Krücke,  Griff der Sense,  Stütze, Hilfe 〈abstr〉	1216.0	loan	2994	SUPPORT (OF OBJECT)
Opfer eines Verbrechens,   Mann	1900.0	Romani	1554	MAN
zerreißen, auffressen,  beißen, reißen, verletzen,  zerkrümeln, reiben,  mit Schimpf und Verleumdungen bekämpfen, mit jmdm in ewigem Zank liegen,  ätzen,  fräsen,  Raubvogel,  Fräse,  Fräser	1138.0	Proto-Uralic	1403	BITE
also, denn,  mehr 〈nicht〉,  schon, bereits,  mal ... mal	1372.0	internal	2576	ALREADY
gefrorener Tau, Reif	1211.0	Slavic	2942	HOARFROST
unbeholfen, untauglich,  zueiner ung ethnographischen Gruppe gehörig,  Angehöriger einer ung ethnographischen Gruppe,  Person aus einer anderen Gegend, Fremdling	1809.0	uncertain	3900	CLUMSY
glasurartiger Überzug,  Schmiere,  Haut,  glasiert,  bestreichen	1490.0	Slavic	763	SKIN
Glück,  Glückspilz	1882.0	German	2941	HAPPINESS
Wettbewerb 〈im Sport〉,  Wettkampf, Treffen	1879.0	English	3307	HIT (A TARGET)
unfruchtbar, gelt,  fruchtlos, improduktiv,  taub, unhaltig 〈Gestein〉,  Eunuch,  Herde von gelten Schafen,  taubes Gestein	1208.0	uncertain	996	DEAF
Mittel, vermittelndes Element,  Mittelweg, Mitte,  Medium im Okkultismus,  Kommunikationsmittel	1610.0	Latin	1093	MIDDLE
Bär,  Ofensau,  Getreidehaufen, der beim Drusch auf der Tenne vom Regen naß geworden ist,  mürrischer Mensch	1138.0		1820	BEAR
,  wieder, zurück	1372.0	lexicalized inflected word-form	204	AGAIN
doch,  außerdem, und,	1474.0	change of word class	1577	AND
noch, noch mehr,  noch	1372.0	paronymy	2919	STILL (CONTINUING)
ebensoviel,  viel, lauter	1519.0	compound	1198	MANY
wieder,  doch,  und,  wieder,	1506.0		1577	AND
von einer Verpflichtung, Belastung usw befreien,  von der Sünde und ihren Folgen befreien, erlösen,  zurückkaufen, wiedererwerben, Entgelt leisten,   lösen,  Erlöser	1456.0	compound	352	UNTIE
verlaufen, führen 〈Weg, Fluß usw〉,  gehen, fahren, in Gang kommen usw 〈Lebewesen, Fahrzeug〉,  gelangen 〈Gegenstand〉,  verschwinden 〈etw Zeitweiliges〉, vergehen 〈Zeit, Dauer〉,   vonstatten gehen, im Gang, Betrieb sein,  Platz, Raum haben, hineinkönnen, hinpassen,  abgehen 〈Ware〉, aufgehen 〈Menge〉,  zu etw passen,  Gang,  Gelände entlang, vor etw, Wegrand, Ufer,  Gehen, Gang,  beim Gehen, auf dem Hinweg,  Zug 〈Gruppe〉, elmenetelemkor,  schicken,  Gang,  marschieren,  Bedürfnis zu gehen, Fortwollen	1055.0	Proto-Uralic	1127	SEND
mekkern 〈haupts Ziege〉,  stammeln, stottern	1546.0	onomatopoetic	1866	STUTTER
warm,  eifrig,  lau,  warm aufgetischt, gekocht,  freundlich, traulich,  warmhaltend 〈Kleid, Bettzeug〉,  aufregend, gefährlich,  warm 〈Farbe〉,  homosexuell 〈bes Frau〉,  Wärme,  Vertraulichkeit,  sofort,	1002.0	Proto-Ugric	1232	WARM
Brust,  Brustharnisch,  Herz,  weibliche Brust,  Vorderteil,  reißen, zerfleischen	1342.0	Proto-Finno-Ugric	1223	HEART
Gegend,  Türpfosten,  Seitenschiff 〈Kirche〉,  Kettfaden,  Beilage,  faserigster Teil des Hanfs,  Nebenstelle 〈Telefon〉,  in der Länge laufend,  seitlich, seitwärts befindlich,  nebensächlich, zusätzlich,  beiseite lassen, meiden,  beilegen, zufügen	1329.0	derived word	2980	AREA
neben, bei, nächstjmdm, daneben,  mit,  außer,  für, im Interesse von,  trotz,  gegen,  daneben, dabei,  überdies,  für mich, dich usw, in meinem, deinem usw Interesse	1372.0		2917	NEXT TO
Arbeit,  Handwerk, Beruf,  Arbeiter	1877.0	German	984	WORK (LABOUR)
wie,  was 〈als Rel〉,  welcher 〈als Attr〉,  welche 〈Person, Sache, Richtung, welcher Ort usw〉,  wer 〈als Rel〉,  wer?,  was für ein?,  irgendein	1372.0	lexicalized inflected word-form	1239	HOW
tief, unten befindlich,  hochgradig,  tiefsinnig,  geräumig,  tiefgefühlt, gefühlvoll,  tief, kräftig 〈Farbe〉,  tief 〈Stimme〉,  velar,  Tiefe, Unterstes, Tiefstes	1075.0	Proto-Ugric	1593	DEEP
Platz einer Sparttätigkeit, Spielfeld,  Gruppe von Teilnehmern eines Wettkampfes, Feld	1860.0	internal	212	FIELD
kahl,  nackt, bloß, bar,  nackt, entblößt,  sich entblößen	1270.0	derived word	590	NAKED
wir,  unser,  wir 〈als Majestätsplural〉,  wir 〈selbst〉,  wir 〈selbst〉	1372.0	Proto-Uralic	1212	WE
was?,  was 〈als Rel〉,  irgend etw, was immer,  was für, welcher?,  und Ähnliches,  wie sehr,  warum?, wofür?,  bis zur Zeit wenn,  〈als Konj in begründender Funktion〉,  wofür?, warum?	1416.0	Proto-Uralic	1236	WHAT
infolge, wegen,  durch,  irgendwo, überall,  durch mich, dich usw, meinetwegen, deinetwegen usw	1550.0		2999	EVERYWHERE
 unser, der/die/das unsere	1416.0	lexicalized inflected word-form	780	OUR
Blitz,  Stachel, Spieß, Speer,  schwert,  scharfes Messer	1756.0	unknown	1654	LIGHTNING
alle,  ganz,   jeder,  alle zusammen,  gleicherweise, ebenso,  ganz, völlig,  immer,  sowohl . . . als auch,  alles enthaltend,  Faktotum,  Gesamtheit der Dinge,  Weltall,  alle,  jede Person,  jedes Ding	1372.0	internal	1676	ALWAYS
immer, stets,  jeweils,  immer 	1772.0	lexicalized inflected word-form	1676	ALWAYS
Kleinmalerei,  gemalter Buchstabe, Gemälde von kleinstem Format,  klein, winzig	1791.0		1246	SMALL
dienen,  ministrieren	1699.0		3648	SERVE (SOMEONE)
wie 〈als Rel〉,  wie sehr?,  wie sehr 〈als Rel〉,  je ... desto,   wieviel,  als, sobald,  wie?,  etwa,  um wieviel?,  als, wie 〈in KomparSätzen〉,  wie, so 〈in der Aufzählung〉,  als, in seiner Eigenschaft,  als ob	1527.0	lexicalized inflected word-form	1239	HOW
Muster, Vorlage,  Gießform,  Vorbild,  Prüfungsstück, Muster, probe,  sich wiederholende Verzierung,  als Muster dienend,  gemustert	1772.0	internal	2988	PATTERN
Pest,  Geschwür, Geschwulst,  Drüse,  Pustel,  Gift, Anstek-kung, Seuche,  Argwille,  Drüsenkrankheit der Pferde	1513.0	unknown	655	POISON
Mischmasch,  mit Sauerwasser gemischter Wein, Tresterwein,  Plunder,  nichtsnutzig 〈Mensch〉,  stehlen,  um die Sache herumreden	1776.0	German	713	STEAL
betteln	1609.0		3534	BEG
fliehen, sich retten, sich in od zu etw flüchten,  sich loszumachen, fernzuhalten suchen,  Flüchtling	1841.0		956	FLEE
sich retten,  retten, freistellen,  Schuldbrief	1508.0	Proto-Finno-Ugric	2008	RESCUE
retten, befreien, hüten, wahren,  entfliehen,  verteidigen, entschuldigen,  freisprechen, entlasten,  Befreier 〈auch Sache〉,  Rettungsdienst,  Entschuldigung	1416.0	derived word	2008	RESCUE
sofort	1531.0		2916	INSTANTLY (IMMEDIATELY)
Jungfrau,  Braut,  Schwiegertochter,  junge Frau,  verloben,  junge Frau	1354.0	Proto-Uralic	1057	DAUGHTER-IN-LAW
Braut	1405.0	compound	1266	BRIDE
heiraten 〈von Männern〉,  Hochzeit	1416.0	derived word	1259	WEDDING
Himmelreich,  Himmel, Decke 〈eines Bettes〉,  Himmelsgewölbe,  Blitz,  wölben	1372.0	Proto-Finno-Ugric	1732	SKY
es donnert,  brüllen,  knallen, dröhnen,  donnern 〈Kanonen〉	1513.0	compound	549	COPULATE
Bettvorhang,  Baldachin,  decke,  Himmelsgewölbe	1416.0	derived word	806	BLANKET
wieviel?,  wieviel, soviel 〈als Rel〉, in welchem Maße 〈als Rel〉,  soweit, soviel 〈als Rel〉,  wieviel immer	1372.0	derived word	822	HOW MANY
wagen,  wagen	1372.0	Proto-Ugric	1779	DARE
messen,  vergleichen,   versetzen,  verhängen, bemessen,  zuteil werden lassen,  verkaufen,  abschreiten,  mit dem Auge verfolgen, mit den Augen messen,  sich mit jmdm messen,  messen,  mäßigen,  Messer 〈Person〉,  unmeßbar,  unmäßig,  ausgemessenes Gebiet,  Ausmaß	1372.0	uncertain	1571	SELL
abschüssig, steil,  riskant, bedenklich,  Bruch,  Abhang,  Hals über Kopf,	1436.0	derived word	3076	SLOPE
Mut, Wagestück,  Versuch, Unternehmung,  Attentat,  versuchen,  wagen, sich trauen	1827.0		1812	TRY
Möhre	1827.0	Croatian or Serbian	3085	CARROT
Waage,  Bilanz,  Standwaage,  wiegen,  erwägen	1823.0	internal	1098	WEIGH
in welche Richtung?, wohin?,  wohin immer,  wohin 〈als Rel〉,  wo?, in welcher Richtung?	1595.0		1237	WHERE
weil, denn,  daß,  sonst,  sondern	1372.0	paronymy	1157	BECAUSE
Parabel, Rätsel,  Märchen, Fabel,  Erfindung, Ausrede,  Handlung 〈in einem literarischen Werk〉,  überflüssiges Gerede	1333.0	Proto-Ugric	2937	FAIRY TALE
Vorsteher, Vorgesetzter,  Führer, Vorbild, Lehrmeister 〈Religion〉,  erfahrene, ausgelernte Person, geschickte, schlaue Person,  Handwerksmeister,  großer Könner, Künstler,  Lehrer, Schulmeister,  Henker,  in Rechtssachen vorgehender Beamter,  Kunst,  Handwerk,  Machenschaft,  künstlerisch,  unecht, künstlich	1181.0	loan	1038	TEACHER
Kalk	1200.0	unknown	2540	LIME (MATERIAL)
Fleischer, Metzger	1395.0		2569	BUTCHER
weit 〈von einem Zeitpunkt〉,  weithin,  weit, fern 〈räumlich〉,  lange,  bei weitem,  entfernt 〈räumlich〉,  ausgedehnt,  fern, entfernt 〈von einem Zeitpunkt〉,  Ferne,	1372.0		1406	FAR
gravieren, ausschnitzen,  ab-, zurückschneiden 〈einen Ast, Trieb〉,  schneiden,  Beschneider 〈von Bäumen usw〉	1211.0		1432	CUT
Leberegelseuche,  Ansteckung, Seuche 〈auch abstr〉,  Krätze, Räude,  Wurm, Motte, Made 〈haupts Leberegel〉,  〈zur Benennung versch Giftpflanzen〉,  verderbt	1470.0	Slavic	1219	WORM
Hülle, Kleidung,  Kostüm, Tracht,  vorgetäuschte, irreführende äußere Erscheinungsform, Maskierung,  Sportkleidung	1770.0	internal	1895	CLOTHES
Honig,  mit Honig,  schmeichlerisch,  übersüßen 〈haupts mit Honig〉, sehr süß sein,  Honig sammeln, tragen, bereiten	1138.0	Proto-Finno-Ugric	700	CARRY
murren, aufbegehren,  sich rühren,  stottern, stammeln,  wimmern,  herumwetzen	1519.0	derived word	2861	BUDGE (ONESELF)
Sumpf, Morast,  Sündenpfuhl	1231.0	Slavic	1145	SWAMP
Vermögen,  Art und Weise,  Sitte, Gebrauch, Anstand,  Maß,  Möglichkeit,  Stil,  Mode,  Modus 〈Grammatik〉,  in der Weise	1323.0	Latin	1747	CUSTOM
Form, Gußform,  Vorbild, Muster,  Person als Vorbild für Bildhauer, Maler usw,  Darstellung von etw in verkleinertem Maßstab,  Modellkleid	1789.0	international word	2988	PATTERN
Haselstrauch,  Haselnuß,  beerenförmiger Pflan-zenteil, Gegenstand usw,  Kartoffel,  Erdnuß	1055.0	derived word	593	POTATO
gierig,  nach jmdm od etw verlangen	1380.0		2018	GREEDY
Art Zeug, Tuch, Wollgewebe	1549.0	Wanderwort	1616	CLOTH
Rumäne aus der Walachei,  grober, hartnäckiger Mensch,  rumänischer Bergbewohner,  Gebirgsochse, -pferd,  eigensinnig, hartnäckig,  ungehobelt,  Gebirgs- 〈Ochse, Pferd〉,  stramm, forsch	1678.0	Romanian	3053	TIGHT
Eichhörnchen,  〈als Anrede an ein schmeichlerisches Kind〉,  Sonderling, Kerl	1348.0	derived word	1628	SQUIRREL
Morast, Sumpf,  bewaldete Sandinsel	1240.0		1145	SWAMP
motte	1395.0	Slavic	2828	MOTH
sagen, sprechen, nennen, behaupten,  Thema, Stoff 〈einer Erzählung, eines Vortrags〉,  Spruch, Ausdruck, Ausdrucksweise,  Sagen,  Spruch,  Spruch	1202.0	Proto-Uralic	1458	SAY
Uniform, Soldatenmantel,  Schale 〈der Kartoffel, des Obstes〉,  Jacke, mantel	1704.0	loan	2770	JACKET
wie, gleichwie,  weil, da,  gleichsam, ungefähr,  beinahe, fast	1416.0	internal	1239	HOW
Hoden,  Ei,  Schwengel der Glocke,  Sperma,  Penis,  männlich, mit großen Hoden 〈Tier〉	1138.0	Proto-Uralic	744	EGG
düster, bärbeißig,  Zorn, Trotz,  düster, bärbeißig	1773.0	backformation	1552	GLOOMY
düster, bärbeißig, unbarmherzig,  scharf, bitter,  trüb 〈Wetter〉	1495.0	backformation	1396	SHARP
Mörder, grausamer, hinterlistiger Mensch,  mörderische Waffe, Dolch,  Pistole	1165.0	loan	1566	GUN
brausen,  murren 〈Person〉,  brummeln 〈Person〉,  brummen	1772.0		2876	ROAR (OF SEA)
Murmeltier,  Langschläfer	1793.0	loan	3719	MARMOT
jmdn waschen,  waschen, läutern,  bespülen, unterspülen,  verwischen, verschmelzen,  schimpfen, prügeln,  Waschbecken,  waschen, gründlich abwaschen 〈Iter〉,  Geschirr waschen,	1214.0	Proto-Uralic	1453	WASH
Waschbär	1823.0	German	828	RACCOON
jetzt, derzeit,  gerade,  mal .. . mal	1416.0		1376	NOW
Triebkraft,  Kraftmaschine,  Motorrad	1857.0	international word	638	MOTORCYCLE
durchsuchen, durchstöbern,  streicheln, schmeicheln,  pusseln,  es geht einem etw im Kopf herum	1585.0	derived word	2709	FLATTER
Siebensachen, Bündel, Bagage	1787.0	derived word	2943	BUNDLE
kramen, pusseln,  leise, unverständlich sprechen, mummeln,  trippeln, trotteln,  mummeln,  kramen, pusseln	1786.0	onomatopoetic	1314	QUIET
die Zeit verbringen, weilen,  geschehen lassen, erdulden,  versäumen,  sich belustigen, sich unterhalten,  vergehen lassen,  unterhalten, belustigen,  sich belustigen, lachen über jmdn od etw,  Gaststätte,  verzögern,  unterhalten, belustigen	1212.0	derived word	2903	CHAT (WITH SOMEBODY)
vorbei-, vorübergehen, vermeiden,  vergehen 〈Zeit〉,  vergehen, aufhören,  übertreffen,  versäumen,  nach einem Lebensalter od einer Periode sein,  Verzug erleiden,  es liegt an jmdm, es kommt auf etw an,  Vorbeigehen,  Vergangenheit	1372.0	Proto-Finno-Ugric	1951	PASS
nach	1525.0		1685	AFTER
Maultier, Maulesel,  tölpelhaft	1171.0	Wanderwort	3824	HINNY
Qual, Marter, Folter,  Arbeit,  Werk,  Lohn,  qualvoll,  Arbeitender, Arbeiter,  Tätigkeit, Wirksamkeit,  Arbeiterschaft	1138.0	Slavic	984	WORK (LABOUR)
kotig, schmutzig,  Schmutzfink 〈Kind〉,  Rauscher	1560.0		1230	DIRTY
treit, Lärm, Krawall,   Abendunterhaltung, Zecherei,  Aufmachung,  Diebsbande,  Unheil, Schrecken	1862.0	German	1182	NOISE
Heu-, Stroh- od Rohrabfall,  Schotter, nach dem Aufmandeln zusammengeharktes Getreide	1332.0	Slavic	342	HAY
nach Moschus riechend 〈Obst, Trauben, Wein, Tabak〉,  Muskatnuß,  Muskatellertraube	1540.0	loan	1524	WINE
Muster, Warenprobe, Probestück,  Besichtigung,  Ausgemustertes, Ausschuß,  Rüge, Zurechtweisung,  Musterung 〈Milit〉,  Ausmerzung von Schafen, ausgemerztes Vieh,  zur Ausmusterung bestimmt, ausgemerzt,  musterhaft, hervorragend	1553.0	loan	2988	PATTERN
zeigen, bezeichnen, beweisen	1218.0		1039	SHOW
verändern,  im Stimmbruch sein, Stimmwechsel haben	1416.0	Latin	2856	CHANGE (SOMETHING)
Schraubenmutter,  Mutter,  Großmutter, alte Frau,  Schwiegermutter,  Bordellwirtin, Kupplerin	1840.0	German	1216	MOTHER
Lied, Gedicht,  Muse, zu künstlerischem Schaffen inspirierendes weibliches Wesen,  Inspiration	1585.0	Latin	1096	SONG
Musik,  Musik 〈als Lehrgegenstand〉,  Musikinstrument,  Musiker	1549.0		642	MUSIC
operieren,  Chirurg,  Operations-, zur Operation nötig,  operierend,  Operationssaal	1833.0	internal	3121	OPERATE (MEDICINE)
Zucker	1493.0	compound	862	SUGAR
würgender Krampf,  Gebärmutter,  Menstruation,  Nachgeburt,  Gundelrebe, Pfennigkraut	1469.0	Slavic	804	WOMB
Hose,  Unterhose 〈für Frauen und Kinder〉, Höschen,  verprügeln	1380.0	Slavic	809	TROUSERS
groß, von großem Ausmaß,  hochgradig,  von großem Belang 〈Ding, Tat〉, eine wichtige Rolle spielend, hervorragend 〈Person〉,  gewaltig, hochgestellt,  sehr,  älter,  Hauptperson, führende Persönlichkeit,  Reichtum, Gewalt, Vorzüglichkeit,  Erwachsener, älteres Kind,  erhöhtes Maß, große Menge,  Größe,  Euer Gnaden,  sehr groß,  alss ehrender Titel,  hochspreisen,  erhöhen, steigern,  ansteigen, wachsen,  hochpreisen,  vergrößen,  vergrößern, vermehren,  hudeln, zusammenhauen,  Großschätzen, Großbefinden,  Großtun,  für groß halten, vergrößern, übertreiben,  großtun,  vielmehr, eher,  größtens,  Groß, Menge,  rasch,  im großen und ganzen	1055.0	uncertain	1202	BIG
